word_hex,word_length,occurrences,expected,token_enrichment,carrier_proteins,carrier_genes_go,carrier_genes_total,primary_function,primary_func_enrichment,primary_func_p_value,primary_func_carriers_in_cat,n_significant_functions,all_significant_functions
0x2882,2,837,113.2,7.4,837,352,576,Chromatin,3.27,3.976046530457285e-15,55,8,Chromatin(3.27x); Cytoskeleton(3.26x); Cell cycle(2.85x); RNA processing(2.27x); GTPase(2.1x); DNA repair(1.95x); Nuc acid bind(1.9x); Translation(1.88x)
0x25A2,2,920,123.5,7.4,920,313,578,Cytoskeleton,4.06,2.975767628258224e-11,31,5,Cytoskeleton(4.06x); Cell cycle(3.21x); Structural(2.76x); GTPase(2.16x); DNA repair(2.13x)
0x2E79,2,432,58.7,7.4,432,184,296,Chromatin,3.42,2.9978426643071186e-09,30,4,Chromatin(3.42x); Methylation(3.05x); RNA processing(2.38x); DNA repair(2.09x)
0x8A2E,2,105,14.2,7.4,105,43,76,Nuc acid bind,2.5,0.005123229727308884,10,2,Nuc acid bind(2.5x); Transcription(1.76x)
0xCA28,2,208,28.2,7.4,208,80,147,Cell cycle,4.31,4.352762549390829e-05,11,1,Cell cycle(4.31x)
0x6CA2,2,214,28.9,7.4,214,74,155,Cell cycle,4.24,0.00011218808011416411,10,1,Cell cycle(4.24x)
0xF6DB,2,142,19.3,7.4,142,69,108,Cell cycle,3.18,0.006247243402695228,7,2,Cell cycle(3.18x); Transcription(2.19x)
0xE625,2,134,18.1,7.4,134,55,104,Unclassified,0,1.0,0,0,
0x6CB9,2,101,13.7,7.4,101,43,74,DNA repair,4.23,0.00020837064776824108,9,2,DNA repair(4.23x); Ubiquitin(3.58x)
0xD5B9,2,799,109.5,7.3,799,354,600,Cell adhesion,1.92,0.00031804002695693247,32,1,Cell adhesion(1.92x)
0xE725,2,84,11.6,7.3,84,31,61,Cytoskeleton,6.6,0.000847716003735176,5,2,Cytoskeleton(6.6x); Kinase(3.85x)
0x75D8,2,480,65.5,7.3,480,197,344,Cytoskeleton,3.95,3.4723350167483455e-07,19,4,Cytoskeleton(3.95x); Chromatin(3.19x); DNA repair(2.87x); Transcription(1.67x)
0xB725,2,83,11.3,7.3,83,32,65,Unclassified,0,1.0,0,0,
0x25B1,2,86,11.8,7.3,86,34,60,Kinase,4.68,0.0002216235746799825,8,2,Kinase(4.68x); Chromatin(3.7x)
0x85D8,2,231,31.5,7.3,231,103,170,Chromatin,3.05,0.00010521498716715424,15,2,Chromatin(3.05x); Transcription(1.68x)
0x05D7,2,71,9.7,7.3,71,34,50,Unclassified,0,1.0,0,0,
0x6881,2,82,11.2,7.3,82,31,62,Structural,7.6,0.00011178258896587362,6,1,Structural(7.6x)
0x75DC,2,227,31.0,7.3,227,111,176,DNA repair,3.1,3.0214310595170886e-05,17,3,DNA repair(3.1x); Chromatin(2.83x); Transcription(1.6x)
0x5081,2,56,7.7,7.3,56,31,46,Kinase,3.85,0.00395561347720252,6,2,Kinase(3.85x); Immune(3.05x)
0xD082,2,367,50.6,7.2,367,176,277,Chromatin,3.57,1.0040690542949245e-09,30,4,Chromatin(3.57x); RNA processing(2.49x); Nuc acid bind(2.45x); DNA repair(2.41x)
0xA56B,2,111,15.4,7.2,111,54,91,Kinase,3.68,0.00030922727249023553,10,2,Kinase(3.68x); Transcription(1.81x)
0x0828,2,194,26.9,7.2,194,89,148,Chromatin,3.77,4.0631365991143355e-06,16,5,Chromatin(3.77x); Translation(3.06x); DNA repair(2.95x); RNA processing(2.89x); Nuc acid bind(2.66x)
