word_hex,word_length,occurrences,expected,token_enrichment,carrier_proteins,carrier_genes_go,carrier_genes_total,primary_function,primary_func_enrichment,primary_func_p_value,primary_func_carriers_in_cat,n_significant_functions,all_significant_functions
0xE425,2,94,7.8,12.1,94,29,77,Nuc acid bind,2.31,0.00433814939873859,11,1,Nuc acid bind(2.31x)
0x7797,2,133,11.0,12.1,133,51,101,RNA processing,7.98,2.1468637067932122e-10,15,2,RNA processing(7.98x); Nuc acid bind(2.51x)
0x0A29,2,50,4.1,12.1,50,10,39,Unclassified,0,1.0,0,0,
0xDCBD,2,99,8.3,12.0,99,41,85,Transcription,1.86,0.0015352654324161622,20,1,Transcription(1.86x)
0x7798,2,99,8.3,12.0,99,31,84,RNA processing,4.38,0.005073723258664089,5,1,RNA processing(4.38x)
0x5B9C,2,54,4.6,11.7,54,16,47,Unclassified,0,1.0,0,0,
0x1041,2,245,21.1,11.6,245,129,197,Transcription,2.16,1.724052859605712e-13,73,3,Transcription(2.16x); Kinase(1.75x); Signaling(1.68x)
0xF5D7,2,175,15.1,11.6,175,75,145,Signaling,2.51,7.39273888333189e-05,20,1,Signaling(2.51x)
0x8567,2,159,14.0,11.3,159,91,137,Signaling,5.07,1.1812409492633416e-24,49,3,Signaling(5.07x); Immune(3.83x); Kinase(3.28x)
0x87D8,2,58,5.1,11.3,58,19,49,Unclassified,0,1.0,0,0,
0x5B98,2,203,18.1,11.2,203,56,172,Unclassified,0,1.0,0,0,
0x0A20,2,209,18.6,11.2,209,56,169,Structural,10.84,9.054849393308837e-05,5,2,Structural(10.84x); Cytoskeleton(9.08x)
0x9A69,2,645,59.8,10.8,645,220,509,Nuc acid bind,2.16,2.672265536731654e-12,78,1,Nuc acid bind(2.16x)
0xDCB2,2,84,7.8,10.8,84,39,73,Structural,21.79,2.3650312457916616e-08,7,3,Structural(21.79x); Cytoskeleton(16.76x); GTPase(6.63x)
0x3698,2,73,6.8,10.7,73,33,65,Kinase,3.43,1.5236734071896198e-05,14,1,Kinase(3.43x)
0x7727,2,65,6.1,10.7,65,20,44,Unclassified,0,1.0,0,0,
